activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,STATUS
,3383037,[],CHEMBL1212570,Inhibition of PLK1 by SPA assay,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H](Oc1cc(-n2cnc3cc(-c4cnn(CCCN(C)C)c4)ccc32)sc1C(N)=O)c1ccccc1Cl,,,CHEMBL1208730,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '15.84', 'le': '0.31', 'lle': '2.91', 'sei': '9.54'}",CHEMBL1209017,,CHEMBL1209017,8.70,0,http://www.openphacts.org/units/Nanomolar,926629,=,1,1,=,,IC50,nM,,2.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,nM,UO_0000065,,2.0,active
,3383038,[],CHEMBL1212570,Inhibition of PLK1 by SPA assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCN1CCN(CCCn2cc(-c3ccc4c(c3)ncn4-c3cc(O[C@H](C)c4ccccc4Cl)c(C(N)=O)s3)cn2)CC1,,,CHEMBL1208730,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '14.56', 'le': '0.29', 'lle': '3.13', 'sei': '9.53'}",CHEMBL1209018,,CHEMBL1209018,9.00,0,http://www.openphacts.org/units/Nanomolar,926630,=,1,1,=,,IC50,nM,,1.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,nM,UO_0000065,,1.0,active
,3419087,[],CHEMBL1228766,Inhibition of Plk1,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc(N)sc1-c1ccnc(Nc2ccc(O)cc2)n1,,,CHEMBL1221191,Nat. Chem. Biol.,2006.0,"{'bei': '15.37', 'le': '0.30', 'lle': '1.66', 'sei': '4.75'}",CHEMBL431336,,CHEMBL431336,4.60,0,http://www.openphacts.org/units/Nanomolar,935573,=,1,1,=,,IC50,nM,,25000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,25000.0,inactive
,3419106,[],CHEMBL1228766,Inhibition of Plk1,B,,,BAO_0000190,BAO_0000357,single protein format,NC(=O)c1sc2c([N+](=O)[O-])cc(SC(F)(F)F)cc2[n+]1[O-],,,CHEMBL1221191,Nat. Chem. Biol.,2006.0,"{'bei': '22.69', 'le': '0.50', 'lle': '5.55', 'sei': '6.80'}",CHEMBL1222044,CYCLAPOLIN 1,CHEMBL1222044,7.70,0,http://www.openphacts.org/units/Nanomolar,935440,=,1,1,=,,IC50,nM,,20.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,nM,UO_0000065,,20.0,active
,3420223,[],CHEMBL1226917,Inhibition of plk1,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NCCc2[nH]c(-c3ccncc3)cc21,,,CHEMBL1221210,Nat. Chem. Biol.,2008.0,"{'bei': '28.18', 'le': '0.51', 'lle': '4.65', 'sei': '10.40'}",CHEMBL225519,,CHEMBL225519,6.01,0,http://www.openphacts.org/units/Nanomolar,935798,=,1,1,=,,IC50,nM,,980.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,nM,UO_0000065,,980.0,active
,3439127,[],CHEMBL1247973,Inhibition of PLK1 by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CNc1nccc(-c2cccnc2Oc2ccc(NC(=O)c3cccc(C(F)(F)F)c3)cc2C)n1,,,CHEMBL1240487,J. Med. Chem.,2010.0,,CHEMBL1242977,,CHEMBL1242977,,0,http://www.openphacts.org/units/Nanomolar,954412,>,1,1,>,,IC50,nM,,8000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,nM,UO_0000065,,8000.0,intermediate
,3439193,[],CHEMBL1247973,Inhibition of PLK1 by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CNc1nccc(-c2cccnc2Oc2ccc(NC(=O)c3ccccc3Nc3ccccc3)cc2)n1,,,CHEMBL1240487,J. Med. Chem.,2010.0,,CHEMBL1243200,,CHEMBL1243200,,0,http://www.openphacts.org/units/Nanomolar,954703,>,1,1,>,,IC50,nM,,1000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,nM,UO_0000065,,1000.0,active
,3439205,[],CHEMBL1247973,Inhibition of PLK1 by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CNc1nccc(-c2cccnc2Oc2ccc(Nc3nnc(-c4ccc(F)cc4)c4ccccc34)cc2)n1,,,CHEMBL1240487,J. Med. Chem.,2010.0,,CHEMBL1243326,,CHEMBL1243326,,0,http://www.openphacts.org/units/Nanomolar,954870,>,1,1,>,,IC50,nM,,25000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,nM,UO_0000065,,25000.0,inactive
,3439955,[],CHEMBL1250067,Inhibition of recombinant polo-like kinase 1 activity by SDS-PAGE,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)Nc1ccc(Nc2ncc([N+](=O)[O-])c(Nc3ccccc3C(=O)c3ccccc3)n2)cc1,,,CHEMBL1240317,Nat. Chem. Biol.,2006.0,"{'bei': '12.91', 'le': '0.24', 'lle': '0.99', 'sei': '4.34'}",CHEMBL1242101,,CHEMBL1242101,6.05,0,http://www.openphacts.org/units/Nanomolar,953164,=,1,1,=,,IC50,nM,,900.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,900.0,active
,3457250,[],CHEMBL1246098,Inhibition of GST-tagged recombinant PLK1 after 20 mins by autoradiography,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)c1ccc(C(=O)/C(=C\c2ccc(F)c([N+](=O)[O-])c2)SCc2ccc(Br)cc2)cc1,,,CHEMBL1240409,Bioorg. Med. Chem.,2010.0,,CHEMBL1242482,,CHEMBL1242482,,0,http://www.openphacts.org/units/Nanomolar,953729,>,1,1,>,,IC50,nM,,50000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,50000.0,inactive
,3504311,[],CHEMBL1260193,Inhibition of PLK1,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1n[nH]c2cc(C(=O)N[C@H](CN3CCCC3)c3ccccc3)sc12)c1ccc(N2CCOCC2)cc1,,,CHEMBL1255180,Bioorg. Med. Chem.,2010.0,,CHEMBL1258913,,CHEMBL1258913,,0,http://www.openphacts.org/units/Nanomolar,963945,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,10000.0,inactive
,3526964,[],CHEMBL1274180,Inhibition of PLK1,B,,,BAO_0000190,BAO_0000357,single protein format,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccccc1,,,CHEMBL1268909,J. Med. Chem.,2010.0,,CHEMBL1270230,,CHEMBL1270230,,0,http://www.openphacts.org/units/Nanomolar,965777,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,10000.0,inactive
,3528084,[],CHEMBL1272694,Inhibition of PLK1,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3[nH]nc(C(N)=O)c3CC4)c2)CC1,,,CHEMBL1268971,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '17.19', 'le': '0.33', 'lle': '5.94', 'sei': '6.70'}",CHEMBL1793891,,CHEMBL1793891,8.40,0,http://www.openphacts.org/units/Nanomolar,967515,=,1,1,=,,IC50,nM,,4.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,4.0,active
,3528104,[],CHEMBL1272694,Inhibition of PLK1,B,,,BAO_0000190,BAO_0000357,single protein format,CCn1nc(C(N)=O)c2c1-c1nc(Nc3cc(N4CCN(C)CC4)ccc3OC(F)(F)F)ncc1CC2,,,CHEMBL1268971,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '15.92', 'le': '0.30', 'lle': '5.27', 'sei': '7.19'}",CHEMBL1793893,,CHEMBL1793893,8.22,0,http://www.openphacts.org/units/Nanomolar,967576,=,1,1,=,,IC50,nM,,6.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,6.0,active
,3528107,[],CHEMBL1272694,Inhibition of PLK1,B,,,BAO_0000190,BAO_0000357,single protein format,CCN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3C)CC4)c2)CC1,,,CHEMBL1268971,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '15.68', 'le': '0.30', 'lle': '5.24', 'sei': '7.08'}",CHEMBL1271590,,CHEMBL1271590,8.10,0,http://www.openphacts.org/units/Nanomolar,967392,=,1,1,=,,IC50,nM,,8.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,8.0,active
,3528111,[],CHEMBL1272694,Inhibition of PLK1,B,,,BAO_0000190,BAO_0000357,single protein format,COCCn1nc(C(N)=O)c2c1-c1nc(Nc3cc(N4CCN(C)CC4)ccc3OC(F)(F)F)ncc1CC2,,,CHEMBL1268971,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '14.32', 'le': '0.27', 'lle': '5.24', 'sei': '6.33'}",CHEMBL1793894,,CHEMBL1793894,7.82,0,http://www.openphacts.org/units/Nanomolar,967641,=,1,1,=,,IC50,nM,,15.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,15.0,active
,3528113,[],CHEMBL1272694,Inhibition of PLK1,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3C)CC4)c2)CC1,,,CHEMBL1268971,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '14.72', 'le': '0.28', 'lle': '4.74', 'sei': '6.64'}",CHEMBL1272195,,CHEMBL1272195,7.60,0,http://www.openphacts.org/units/Nanomolar,968075,=,1,1,=,,IC50,nM,,25.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,25.0,active
,3528117,[],CHEMBL1272694,Inhibition of PLK1,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1nc(C(N)=O)c2c1-c1nc(Nc3cc(N4CCC(N5CCCC5)CC4)ccc3OC(F)(F)F)ncc1CC2,,,CHEMBL1268971,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '13.44', 'le': '0.26', 'lle': '3.70', 'sei': '6.54'}",CHEMBL1272250,,CHEMBL1272250,7.48,0,http://www.openphacts.org/units/Nanomolar,968136,=,1,1,=,,IC50,nM,,33.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,33.0,active
,3528119,[],CHEMBL1272694,Inhibition of PLK1,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1nc(C(N)=O)c2c1-c1nc(Nc3cc(N4CCN(C(=O)N5CCNCC5)CC4)ccc3OC(F)(F)F)ncc1CC2,,,CHEMBL1268971,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '12.41', 'le': '0.24', 'lle': '5.60', 'sei': '5.08'}",CHEMBL1269488,,CHEMBL1269488,7.46,0,http://www.openphacts.org/units/Nanomolar,964879,=,1,1,=,,IC50,nM,,35.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,35.0,active
,3528122,[],CHEMBL1272694,Inhibition of PLK1,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1nc(C(N)=O)c2c1-c1nc(Nc3cc(NC4CCNC4)ccc3OC(F)(F)F)ncc1CC2,,,CHEMBL1268971,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '14.56', 'le': '0.28', 'lle': '4.62', 'sei': '5.39'}",CHEMBL1271591,,CHEMBL1271591,7.11,0,http://www.openphacts.org/units/Nanomolar,967393,=,1,1,=,,IC50,nM,,77.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,77.0,active
,3528127,[],CHEMBL1272694,Inhibition of PLK1,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1nc(C(N)=O)c2c1-c1nc(Nc3cc(N4CC[N+](C)([O-])CC4)ccc3OC(F)(F)F)ncc1CC2,,,CHEMBL1268971,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '13.30', 'le': '0.25', 'lle': '4.42', 'sei': '5.14'}",CHEMBL1271645,,CHEMBL1271645,6.90,0,http://www.openphacts.org/units/Nanomolar,967454,=,1,1,=,,IC50,nM,,127.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,127.0,active
,3528131,[],CHEMBL1272694,Inhibition of PLK1,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCC(Nc2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3C)CC4)c2)CC1,,,CHEMBL1268971,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '12.97', 'le': '0.25', 'lle': '3.48', 'sei': '5.44'}",CHEMBL1272300,,CHEMBL1272300,6.70,0,http://www.openphacts.org/units/Nanomolar,968197,=,1,1,=,,IC50,nM,,200.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,200.0,active
,3528145,[],CHEMBL1272694,Inhibition of PLK1,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1nc(C(N)=O)c2c1-c1nc(Nc3cc(N4CCN(C(=O)OC(C)(C)C)CC4)ccc3OC(F)(F)F)ncc1CC2,,,CHEMBL1268971,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '10.31', 'le': '0.20', 'lle': '2.30', 'sei': '4.31'}",CHEMBL1269487,,CHEMBL1269487,6.07,0,http://www.openphacts.org/units/Nanomolar,964878,=,1,1,=,,IC50,nM,,859.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,859.0,active
,3528147,[],CHEMBL1272694,Inhibition of PLK1,B,,,BAO_0000190,BAO_0000357,single protein format,CN1C(C)(C)CC(Nc2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3C)CC4)c2)CC1(C)C,,,CHEMBL1268971,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '10.51', 'le': '0.20', 'lle': '1.24', 'sei': '4.88'}",CHEMBL1271482,,CHEMBL1271482,6.02,0,http://www.openphacts.org/units/Nanomolar,967271,=,1,1,=,,IC50,nM,,964.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,964.0,active
,3528166,[],CHEMBL1272694,Inhibition of PLK1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(Cn2nc(C(N)=O)c3c2-c2nc(Nc4cc(N5CCNCC5)ccc4OC(F)(F)F)ncc2CC3)cc1,,,CHEMBL1268971,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '9.38', 'le': '0.18', 'lle': '1.93', 'sei': '4.21'}",CHEMBL1269490,,CHEMBL1269490,5.58,0,http://www.openphacts.org/units/Nanomolar,964881,=,1,1,=,,IC50,nM,,2650.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,2650.0,intermediate
,3528167,[],CHEMBL1272694,Inhibition of PLK1,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1nc(C(N)=O)c2c1-c1nc(Nc3cc([N+]4([O-])CC[N+](C)([O-])CC4)ccc3OC(F)(F)F)ncc1CC2,,,CHEMBL1268971,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '10.42', 'le': '0.20', 'lle': '3.09', 'sei': '3.62'}",CHEMBL1271694,,CHEMBL1271694,5.57,0,http://www.openphacts.org/units/Nanomolar,967514,=,1,1,=,,IC50,nM,,2682.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,2682.0,intermediate
,3528213,[],CHEMBL1272694,Inhibition of PLK1,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3C(c3ccccc3)(c3ccccc3)c3ccccc3)CC4)c2)CC1,,,CHEMBL1268971,Bioorg. Med. Chem. Lett.,2010.0,,CHEMBL1269489,,CHEMBL1269489,,0,http://www.openphacts.org/units/Nanomolar,964880,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,10000.0,inactive
,3559312,[],CHEMBL1286642,Inhibition of PLK1 after 75 mins at room temperature by caliper method,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1ccsc1-c1cnc(N)c(N2CCC(C(=O)O)CC2)n1,,,CHEMBL1275342,J. Med. Chem.,2010.0,"{'bei': '15.25', 'le': '0.30', 'lle': '2.42', 'sei': '5.49'}",CHEMBL1277019,,CHEMBL1277019,5.07,0,http://www.openphacts.org/units/Nanomolar,971387,=,1,1,=,,IC50,nM,,8500.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,8500.0,intermediate
,3559313,[],CHEMBL1286642,Inhibition of PLK1 after 75 mins at room temperature by caliper method,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(-c2cnc(N)c(N3CC[C@@H](C(=O)O)[C@@H](C)[C@H]3C)n2)cc(OC)c1OC,,,CHEMBL1275342,J. Med. Chem.,2010.0,"{'bei': '11.31', 'le': '0.21', 'lle': '2.02', 'sei': '3.93'}",CHEMBL1276848,,CHEMBL1276848,4.71,0,http://www.openphacts.org/units/Nanomolar,971186,=,1,1,=,,IC50,nM,,19400.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,19400.0,inactive
,3559694,[],CHEMBL1286642,Inhibition of PLK1 after 75 mins at room temperature by caliper method,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(-c2cnc(N)c(N3CCC(C(=O)O)CC3)n2)cc(OC)c1OC,,,CHEMBL1275342,J. Med. Chem.,2010.0,"{'bei': '11.96', 'le': '0.23', 'lle': '2.60', 'sei': '3.87'}",CHEMBL1231522,,CHEMBL1231522,4.65,0,http://www.openphacts.org/units/Nanomolar,971489,=,1,1,=,,IC50,nM,,22600.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,22600.0,inactive
,3590770,[],CHEMBL1292154,Inhibition of human PLK1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(CNc2ccnc3oc4ccccc4c23)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1287713,Bioorg. Med. Chem. Lett.,2010.0,,CHEMBL1290072,,CHEMBL1290072,,0,http://www.openphacts.org/units/Nanomolar,975530,=,1,1,=,,IC50,nM,,271000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,271000.0,inactive
,3590878,[],CHEMBL1292176,Inhibition of PLK1,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C(=O)Nc2ccon2)cc1NC(=O)c1cnn(-c2ccccc2F)c1N,,,CHEMBL1287714,Bioorg. Med. Chem. Lett.,2010.0,,CHEMBL1290746,,CHEMBL1290746,,0,http://www.openphacts.org/units/Nanomolar,976321,>,1,1,>,,IC50,nM,,15000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,15000.0,inactive
,3601443,[],CHEMBL1292417,Inhibition of PLK1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc2cc(-c3n[nH]c4cccnc34)[nH]c2c1,,,CHEMBL1287686,Bioorg. Med. Chem. Lett.,2010.0,,CHEMBL1288582,,CHEMBL1288582,,0,http://www.openphacts.org/units/Nanomolar,973677,>,1,1,>,,IC50,nM,,30000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,30000.0,inactive
,5112150,[],CHEMBL1640701,Inhibition of PLK1 by flash plate based radioactive enzyme assay,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,CHEMBL1629443,J. Med. Chem.,2010.0,,CHEMBL554,LAPATINIB,CHEMBL554,,0,http://www.openphacts.org/units/Nanomolar,1312826,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,100000.0,inactive
,5112277,[],CHEMBL1640701,Inhibition of PLK1 by flash plate based radioactive enzyme assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(/C=C/c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)NO,,,CHEMBL1629443,J. Med. Chem.,2010.0,"{'bei': '9.27', 'le': '0.18', 'lle': '-1.60', 'sei': '4.49'}",CHEMBL1630107,,CHEMBL1630107,4.92,0,http://www.openphacts.org/units/Nanomolar,1312814,=,1,1,=,,IC50,nM,,12000.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,12000.0,inactive
,5112278,[],CHEMBL1640701,Inhibition of PLK1 by flash plate based radioactive enzyme assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(/C=C/c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)s1)NO,,,CHEMBL1629443,J. Med. Chem.,2010.0,"{'bei': '10.18', 'le': '0.20', 'lle': '-1.42', 'sei': '5.78'}",CHEMBL1630108,,CHEMBL1630108,5.57,0,http://www.openphacts.org/units/Nanomolar,1312815,=,1,1,=,,IC50,nM,,2700.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,2700.0,intermediate
,5112279,[],CHEMBL1640701,Inhibition of PLK1 by flash plate based radioactive enzyme assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(/C=C/c1cccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)c1)NO,,,CHEMBL1629443,J. Med. Chem.,2010.0,"{'bei': '9.55', 'le': '0.18', 'lle': '-1.76', 'sei': '5.36'}",CHEMBL1630109,,CHEMBL1630109,5.17,0,http://www.openphacts.org/units/Nanomolar,1312816,=,1,1,=,,IC50,nM,,6800.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,6800.0,intermediate
,5112280,[],CHEMBL1640701,Inhibition of PLK1 by flash plate based radioactive enzyme assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(/C=C/c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1)NO,,,CHEMBL1629443,J. Med. Chem.,2010.0,"{'bei': '9.32', 'le': '0.18', 'lle': '-1.89', 'sei': '5.23'}",CHEMBL1630110,,CHEMBL1630110,5.04,0,http://www.openphacts.org/units/Nanomolar,1312817,=,1,1,=,,IC50,nM,,9100.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,9100.0,intermediate
,5112281,[],CHEMBL1640701,Inhibition of PLK1 by flash plate based radioactive enzyme assay,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccccc1NC(=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,CHEMBL1629443,J. Med. Chem.,2010.0,"{'bei': '9.33', 'le': '0.18', 'lle': '-2.43', 'sei': '4.69'}",CHEMBL1630111,,CHEMBL1630111,5.41,0,http://www.openphacts.org/units/Nanomolar,1312818,=,1,1,=,,IC50,nM,,3900.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,3900.0,intermediate
,5112282,[],CHEMBL1640701,Inhibition of PLK1 by flash plate based radioactive enzyme assay,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccccc1NC(=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)s1,,,CHEMBL1629443,J. Med. Chem.,2010.0,"{'bei': '8.81', 'le': '0.17', 'lle': '-3.06', 'sei': '5.14'}",CHEMBL1630112,,CHEMBL1630112,5.25,0,http://www.openphacts.org/units/Nanomolar,1312819,=,1,1,=,,IC50,nM,,5600.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,5600.0,intermediate
,5112283,[],CHEMBL1640701,Inhibition of PLK1 by flash plate based radioactive enzyme assay,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccccc1NC(=O)/C=C/c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,CHEMBL1629443,J. Med. Chem.,2010.0,"{'bei': '8.37', 'le': '0.16', 'lle': '-3.17', 'sei': '4.40'}",CHEMBL1630113,,CHEMBL1630113,5.07,0,http://www.openphacts.org/units/Nanomolar,1312820,=,1,1,=,,IC50,nM,,8500.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,8500.0,intermediate
,5112284,[],CHEMBL1640701,Inhibition of PLK1 by flash plate based radioactive enzyme assay,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccccc1NC(=O)/C=C/c1cccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)c1,,,CHEMBL1629443,J. Med. Chem.,2010.0,"{'bei': '8.54', 'le': '0.16', 'lle': '-3.39', 'sei': '5.15'}",CHEMBL1630114,,CHEMBL1630114,5.26,0,http://www.openphacts.org/units/Nanomolar,1312821,=,1,1,=,,IC50,nM,,5500.0,CHEMBL3024,Homo sapiens,Serine/threonine-protein kinase PLK1,9606,,,IC50,uM,UO_0000065,,5500.0,intermediate
